Scene Description,Type,Content,Sentiment Score
OSCAR,Character,You deserve better. He awkwardly leans in to kiss her on the lips. ,-0.04999999999999999
ALLYSON,Character,Ew. Oscar. What the fuck?! She pushes him off. Oscar realizes what just happened. 75. ,-0.5
OSCAR,Character,"Wait, I thought you said you weren't with Cameron anymore. ",0.0
ALLYSON,Character,Doesn't mean I want- Get away from me. ,-0.3125
OSCAR,Character,I thought you were sending me signals. ,0.0
ALLYSON,Character,Definitely no signals. Just go! She walks off into the darkness of the yard. He follows desperately. ,-0.3
OSCAR,Character,,0.0
(EMBARRASSED),Scene,I'm sorry. Please don't tell Cameron I did that. I didn't feel anything either. She stops and turns to face him. ,-0.5
ALLYSON,Character,"You're disgusting. I'm going home. You need to figure your shit out. She walks off. Leaves him standing there. A MOTION sensor LIGHT is activated, turning on a BRIGHT YARD ",-0.024999999999999967
LIGHT.,Scene,,0.0
OSCAR,Character,,0.0
(TO HIMSELF),Scene,"I'm drunk. Like... really drunk, and I got all horny at the party, I was dancing with some girl, this way out of my league girl and my brain got all sexed up, and her tits got me totally chubbed out when she was feeding me guacamole in sexy ways-- Oscar drops his case of beer. One of them sprays. ",-0.125
OSCAR (CONT'D),Scene,,0.0
SHIT!,Scene,Cans roll out. He scrambles to pick them up. He looks up and sees the Shape standing twenty feet away. 76. ,0.0
OSCAR (CONT'D),Scene,"Happy Halloween, Mr. Elrod. Cool mask. Sorry... I'm not trying to trespass on your shit, I was just talking to this pretty girl over there. It's just... I guess, I always kind of liked her. And I know she's bummed out about Cameron so I thought maybe... Stupid, right? The Shape stands. No response. ",0.15396825396825398
OSCAR (CONT'D),Scene,All right. Peace. Thank you. ,0.2857142857142857
THE LIGHT GOES OUT.,Scene,"AT THE FAR SIDE OF THE YARD, Allyson makes it to the six foot BLACK IRON FENCE and starts to climb. She grabs one of the sharp metal spikes that jut from the top and pulls her hand. It's slightly precarious but she's careful to avoid the iron spikes as she climbs over. She drops to the other side and walks down an alley. Disappointed. ON OSCAR as THE LIGHT COMES BACK ON. Oscar looks around and sees no one. ",-0.05353535353535354
OSCAR (CONT'D),Scene,"Yo! Where'd you go, bro? You're acting super sketchy right now. He's confused and looks over his shoulder as he walks again to cross the yard. He runs straight into THE SHAPE and gasps. He drops his beer as A KNIFE RAISES. Oscar put his arm up. ",0.06984126984126984
THE LIGHT TURNS OFF. TOTAL BLACKNESS.,Scene,ON ALLYSON DOWN THE STREET as she hear A SCREAM. She stops. Looks back. ,-0.07777777777777779
THE LIGHTS TURN BACK ON.,Scene,Oscar runs as fast as he can. He's bleeding from his forearm. The Shape walks behind him. Oscar gets to the fence and leaps for the top bar. He gets halfway over and snags his cape. Oscar sees The Shape drawing closer with his knife raised. He stabs Oscar in the back and grabs at his feet. 77. Oscar struggles to hang on as he SCREAMS. ,0.075
THE LIGHTS TURN OFF.,Scene,We faintly see Oscar as he loses the battle. His jaw gets impaled by the sharp iron spike of the fence. ,-0.30833333333333335
TOTAL BLACKNESS.,Scene,ON ALLYSON as she walkway cautiously toward the scream. ,0.0
AARON,Character,"Oscar?!! Oscar?! In the darkness, she arrives at the fence. ",0.0
THE LIGHTS COME BACK ON.,Scene,"SHE SEES OSCAR. His face has been pierced from the chin through his mouth by one of the iron spikes at the top of the fence. He chokes and gags, gargling blood. Allyson starts to hyperventilate and turns her head to see the yard. For a split second she sees The Shape standing ON HER SIDE of the fence, holding a knife. THE LIGHTS GO OFF. She screams and runs like hell. Allyson runs faster than she's ever run before... Out of the darkness into the open neighborhood. ",0.16666666666666666
NEIGHBORHOOD. NIGHT.,Scene,EXTREME WIDE SHOT OF THE STREET. Allyson looks to a house that has a light on inside. She runs up to the porch and pounds her fists desperately on the door. ,-0.10624999999999998
ALLYSON,Character,Help me!! Open the door! Another light switches on in a window. ,0.2
ALLYSON (CONT'D),Scene,Please open the door! EXTREME CLOSE-UP as Allyson bangs on the door. A face APPEARS in a window. ,-0.0625
POLICE CRUISER. (MOVING) NIGHT.,Scene,"Laurie, Shanah and Ray ride in back. Officer Richards drives. Officer Francis sits in the front passenger seat. 78. Shanah's phone rings, ""Unknown Caller"". ",-0.05
SHANAH,Character,Hello? - Allyson? - Thank God you're all right. Where are you?! Laurie looks at her reflection in the window as Shanah listens to Allyson's story. ,0.3571428571428571
NEIGHBORHOOD. NIGHT.,Scene,Breathing. A POV hangs behind a tree. Looks left and right. Starts walking. Looks left. Hawkins' vehicle appears suddenly and drives past fast. ,-0.023469387755102045
NEIGHBOR'S HOUSE. NIGHT,Scene,Hawkins pulls up as Allyson stands with a crowd of NEIGHBORS. She runs to him as he steps out of his car. ,0.0
ALLYSON,Character,Officer! I saw him. My friend was attacked! He came out of nowhere- Allyson breathes heavily. Hawkins comforts her. ,-0.2
OFFICER HAWKINS,Scene,"Take a deep breath, Allyson. You're going to be all right. Take a deep breath. ",0.09523809523809523
RURAL ROAD. LAURIE'S HOUSE. NIGHT.,Scene,The squad car pulls up to Laurie's gate. A HARSH overhead SPOTLIGHT let's us know where we are. Laurie types in a password and the security GATE OPENS. ,-0.2
OFFICER FRANCIS,Character,We'll drop you off and wait at the gate for your girl to arrive. We have an officer on the scene in contact with her now. They enter. ,0.0
LAURIE'S HOUSE. NIGHT.,Scene,"Several locks and reinforcements detach as Laurie, Shanah and Ray step into Laurie's home. 79. Shanah looks around the familiar house. It's been a while. Ray and Shanah explore the various details of the interior. The fireplace has been sealed off with concrete, dead-bolt locks on interior doors, windows with security bars. ",0.13125
RAY,Character,"Home is where the heart is, right Laurie? Laurie stares at him. Ray points to a dead rat in a vicious- looking trap. ",-0.3047619047619048
LAURIE,Character,"I saw your mousetraps, Ray. Peanut butter and marshmallow fluff? Shanah takes a pensive moment before she twists the kitchen island counter-clockwise and lifts the door to the underground shelter. Ray looks curious. ",-0.1
RAY,Character,What's this? ,0.0
SHANAH,Character,My childhood. ,0.0
LAURIE,Character,It's how we protect ourselves. Shanah disappears down the ladder. The light from within turns on. Laurie and Ray approach and look down. ,0.029629629629629617
INSIDE THE SHELTER:,Scene,"They see a woman prepared. Food. Water. Weapons. A bed. In contrast to the rest of the house, it's a clean and organized illustration of Laurie's fears. Shanah climbs down the ladder and feels the wave of her troubled youth wash over her. Laurie and Ray come down behind her. Laurie types in a password, ""103178"" and reveals a gun cabinet full of weapons. ",-0.08240740740740742
LAURIE (CONT'D),Scene,"Pick your poison. Do you need small caliber defense, semi-automatic ballistics with brownout rounds, a shotgun for tactical operations or a rifle with accuracy and stopping power? They look at Laurie's confidence. Or is she coming unglued? 80. ",-0.25
LAURIE (CONT'D),Scene,He's waited for this night. He's waited for me. I've been waiting for him. ,0.0
HAWKINS' SQUAD CAR (MOVING). NIGHT.,Scene,Hawkins looks at Allyson in the mirror. He turns to look at her through the METAL barrier and talks into the radio. ,0.0
OFFICER HAWKINS,Scene,601 to dispatch. I'm 1076 with a witness in custody. ,0.0
DISPATCH (O.S.),Scene,,0.0
(THROUGH RADIO),Scene,"Copy 601. Be advised. Suspect last reported on 11th Avenue, South of Bypass. ",0.0
ALLYSON,Character,"I haven't been to her house in years, but I think I can give you directions from the- Allyson's eye strain. She POINTS AND SCREAMS: ",0.0
ALLYSON (CONT'D),Scene,,0.0
LOOK OUT!!,Scene,Hawkins turns and see SOMEONE walk in front of his car. ,0.0
OFFICER HAWKINS,Scene,,0.0
(CALMLY),Scene,Brace yourself. He presses the gas and swerves to hit The Shape. Nails him. Knocks him to the concrete. The car screeches to a halt. Allyson cowers in the back. Hawkins checks his gun. ,0.07500000000000001
OFFICER HAWKINS (CONT'D),Scene,Stay in the car! ,0.0
NEIGHBORHOOD. CONTINUOUS.,Scene,"Sartain and Hawkins get out. Hawkins has his gun drawn as he approaches The Shape. Allyson watches from inside. 81. Sartain steps up cautiously from behind Hawkins, passes him and examines The Shape, feeling the pulse on his neck. ",-0.4
DR. SARTAIN,Scene,He's alive. Hawkins raises his gun. ,0.1
OFFICER HAWKINS,Scene,Not for long. Stand back. ,-0.025
DR. SARTAIN,Scene,"Officer Hawkins, do not kill my patient. ",0.0
OFFICER HAWKINS,Scene,I'm finishing this. Hawkins takes aim on The Shape. Sartain stands in his way. ,0.0
OFFICER HAWKINS (CONT'D),Scene,"Get back, now. I'm going to fire! Sartain takes a deep breath and pull his pen from his pocket. He clicks it nervously. ",0.0
OFFICER HAWKINS (CONT'D),Scene,"I'm not going to ask you again, Doctor. Stand back! Sartain slides the clip of his pen to the side. The ink point retracts, and A SHARP, TWO-INCH BLADE flicks out. Sartain grips the blade, turns around, quickly grabs Hawkins gun hand and stabs the steel straight into Hawkins' neck! ",0.11458333333333333
THE GUN GOES OFF AND DROPS.,Scene,"Sartain sharply slashes his throat. Allyson's eyes go wide. She can't believe what she's seeing. Sartain inhales the feeling of his kill. He pulls the pen out of Hawkins's neck, and we REVEAL: A long bloody BLADE-- CLICK -- the blade retracts. Hawkins drops. Sartain turns to Allyson looking at him from the car. He speaks calmly. ",-0.15500000000000003
DR. SARTAIN,Scene,"Don't move, Young lady. Do not scream. Stay where you are. 82. ",0.1
HAWKINS' SQUAD CAR. CONTINUOUS.,Scene,"FROM THE BACK OF THE CAR, Allyson watches Sartain through the barrier. She scrambles to get out door. Locked. She sees Sartain smiling at her. Then he BENDS down OUT OF SIGHT. ",-0.07777777777777779
NEIGHBORHOOD. CONTINUOUS.,Scene,"Sartain squats, looking at his patient passed out. The Shape is motionless. Sartain puts a knee on The Shape's chest... ",0.0
HAWKINS' SQUAD CAR. CONTINUOUS.,Scene,"Allyson sees him stand back up at the hood of the car. Sartain is wearing THE MASK. Allyson huddles down, SCREAMING. Sartain screams in the mask with her, banging on the hood of the car. Allyson SCREAMS, trapped in the backseat. Sartain stops moving. He stands still looking at Allyson, silent. Allyson is crying now. Pleading: ",-0.11111111111111112
ALLYSON,Character,"Please... Don't. Sartain walks up to her window. He stares at Allyson and makes a ""shush"" finger on the mask, then walks over to The Shape. ",0.0
DR. SARTAIN,Scene,,0.0
(WHISPERS),Scene,This is a dream. Allyson watches out the window. She panics. ,0.0
ALLYSON,Character,No! please no! Please! Sartain awkwardly lifts the unconscious Shape into the back seat with Allyson. He struggles with the pain of his wounded arm . His body slumps over leaning on her. She sees THE SHAPE'S greasy hair touch her. ,-0.3
DR. SARTAIN,Scene,"Make room, my dear. Mindful of my patient. (to The Shape) 83. ",0.0
DR. SARTAIN (CONT'D),Scene,"Are you with us, Michael? Are you listening? ",0.0
(TO ALLYSON),Scene,I don't believe he hears everything. Allyson pushes The Shape off of her. Sartain takes off THE MASK and throws it in. It lands on the seat between her and The Shape. He closes the door. ,0.0
ALLYSON,Character,,0.0
(SCREAMING),Scene,,0.0
NO! GET ME OUT OF HERE! HELP!,Scene,She frantically tries to open her door. Sartain get in the front seat and drives off. ,-0.05
HAWKINS' SQUAD CAR (MOVING). NIGHT.,Scene,"IN BACK, Allyson cowers against the door opposite The Shape. His face is shrouded in shadow, lit briefly as they pass under street lamps. Allyson whimpers as The Shape jostles in his seat. He slowly starts SLIDING DOWN TOWARDS HER. She uses her feet to push his body away and back onto his side. She crawls against the door watching The Shape. ",-0.07592592592592594
DR. SARTAIN,Scene,"Michael, I see why you are who you are. The sensation is obvious. The thrill is exhilarating. Loomis was a coward. He was afraid to travel to such depths for you. But I love you and I know you feel the same way. I freed you from those unwilling to understand you. Those of archaic mind. Allyson is desperate. ",0.0
ALLYSON,Character,(weeping to herself) Let me go. Please. ,0.0
DR. SARTAIN,Scene,"The look on your face when you saw freedom? And then the carnage and confusion we created? 84. She looks at Sartain's eyes in the rearview mirror watching her, cold, calculating, perverse. She looks down at THE MASK sitting on the seat between her and The Shape. ",-0.37777777777777777
DR. SARTAIN (CONT'D),Scene,"I'm glad we're together, Michael. Allyson wipes her eyes. ",0.5
ALLYSON,Character,,0.0
(DESPERATE),Scene,Please... Where are you taking me?! Sartain chuckles and keeps driving. Allyson looks back down. POV: the seat is empty-- NO MASK. ,-0.0851851851851852
PAN UP FROM THE SEAT:,Scene,,0.0
THE SHAPE IS WEARING THE MASK LOOKING AT HER!,Scene,"Before she can scream, The Shape grabs Allyson's hair and throws her into the passenger side door. He scoots back and lifts his leg; KICKS HIS WINDOW WITH HIS ",0.0
BOOT.,Scene,The car starts to swerve out of control as he fractures the glass. The car jerks right and Allyson slams against the door... The car skids to a stop at a slight angle in the middle of a rural road. The Shape goes into a fit in the back seat. Sartain remains calm. He looks at THE POLICE CRUISER that is guarding the gate to Laurie's compound a hundred yards away. ,0.11700680272108845
POLICE CRUISER. NIGHT,Character,Officer Richards and Officer Francis listen to rock music on the radio and eat food. ,0.0
OFFICER RICHARDS,Character,You know what sounds good with a baloney sandwich? Francis see something in the distance. ,0.7
OFFICER RICHARDS (CONT'D),Scene,...An IPA. 85. ,0.0
OFFICER FRANCIS,Character,,0.0
(DISTRACTED),Scene,What the hell? They strain their eyes as they see the flashing lights and blinding headlights of the distant vehicle parked in the middle of the road. ,-0.05
HAWKINS' SQUAD CAR. NIGHT.,Scene,The Shape kicks the window in the back seat while Sartain sits calmly in the front. ,0.15000000000000002
DR. SARTAIN,Scene,What greater spectacle than to reunite two old friends. Michael Myers and Laurie Strode. A historical reunion. The back seat settles. All is quiet until... ,0.12
DR. SARTAIN (CONT'D),Scene,"Michael. She's been waiting for you. Are you ready? SUDDENLY, the barrier from behind Sartain is thrust with brute strength inward. Its velocity pins Dr. Sartain against the steering wheel. Allyson screams as the cage slams Sartain until he is still. ",-0.06666666666666667
POLICE CRUISER. NIGHT.,Scene,The cops look at the car ahead. They can't see the commotion because of the glare of the lights. They turn off their radio. They hear the horn blaring. ,0.0
OFFICER RICHARDS,Character,,0.0
(INTO RADIO),Scene,601? 606 to 601? Hawkins. Turn your fuckin' radio on. Hawkins? ,0.0
OFFICER FRANCIS,Character,Let's check it out. Officer Richards puts the car in gear. ,0.0
HAWKINS' SQUAD CAR. NIGHT.,Scene,The Shape is out. Allyson panics in the back seat as The Shape grabs Sartain by the feet and drags him out of the car. 86. His head hits the concrete hard. Sartain struggles. He is not unconscious yet. The Shape takes a knee and gags Sartain against the pavement. He hears the loudspeaker from the police car. ,-0.04722222222222222
OFFICER HAWKINS,Scene,"(over P.A.) Hawkins, please respond. As The Shape stands to see the approaching police car, Allyson makes an escape and dashes into the woods. The Shape watches her go and then looks down to an injured Sartain at his feet. ",-0.07777777777777779
DR. SARTAIN,Scene,But you said I could watch. The Shape lift HIS BOOT OVER SARTAIN'S HEAD. Sartain looks at his own reflection in the metal side of the vehicle. A sick grin on the doctor's face-- ,-0.05714285714285716
DR. SARTAIN (CONT'D),Scene,Do it. The SHAPE STOMPS DOWN ON DOCTOR SARTAIN'S HEAD. HIS SKULL ,-0.15555555555555559
CAVES IN-- BRAINS SHIT OUT.,Scene,,0.0
WOODS. NIGHT.,Scene,Allyson looks back and sees The Shape-- staring down at his boot on Sartain's crushed skull. The Shape TILTS HIS HEAD CURIOUSLY. Allyson runs as fast as she can. ,-0.031111111111111124
POLICE CRUISER. NIGHT,Character,The squad car has stopped. Officer Richards and Officer Francis strain their eyes to see clearly. Richards turns on his SPOTLIGHT. ,0.10000000000000002
OFFICER HAWKINS,Scene,It's him. ,0.0
OFFICER RICHARDS,Character,,0.0
(OVER SPEAKER),Scene,Hands where I can see `um! DON'T ,0.0
MOVE!!!,Scene,87. The light blinds The Shape who DROPS DOWN TO THE GROUND OUT ,0.12222222222222222
OF SIGHT OF THE OFFICERS.,Scene,,0.0
ROAD/POLICE CRUISER. NIGHT,Character,Richards and Francis have their guns draw as they step toward the crime scene. They throw hand signals then move about either direction of Hawkins' squad car. They take a beat to find their courage and step to the other side of the squad car. THE SHAPE IS GONE. Just the gruesome remains of Doctor Sartain. They don't see The Shape rising from behind them. Behind the flashing light of their own squad car. WATCHING. ,-0.15416666666666665
BEDROOM. LAURIE'S HOUSE. NIGHT.,Scene,Laurie looks out through the blinds of her bedroom window. ,0.0
SHANAH,Character,I'm scared. I don't know how to do this. Laurie grabs Shanah's weapon and looks her in the eye. ,0.0
LAURIE,Character,"You never wanted to listen when I spoke about that night... but this is why. We fight to survive. He is a killer. But he will be killed tonight. I've been preparing for this for a long time. And whether you know it or not, so have you. Shanah is scared, weeping, but shakes her head `yes'. Laurie sees how scared and unprepared her daughter is. ",-0.125
LAURIE (CONT'D),Scene,Shanah... I'm sorry. For everything. Shanah sees her mom's eyes welling up. She hugs Laurie. Laurie hasn't felt this in years and hugs her as tight as she can. 88. ,-0.3392857142857143
WOODS. NIGHT.,Scene,"Allyson moves quickly through the woods. Bloody, tired, limping. She grabs a tree to catch her breath. She sees the disturbing SILHOUETTES OF MANNEQUINS that Laurie used as target practice. Frozen expressions with bullet ridden faces all around her. ",-0.3416666666666667
LAURIE'S HOUSE. NIGHT.,Scene,"Ray plays with the untangled yo-yo that Laurie had at the community center. He watches the security camera monitors. He sees a police cruiser slowly rolling up to the front of the house. It hits a couple of garbage cans and then stops. Curious, he gets up and goes to the front door. The door has two small windows with color glass. He sees the cruiser with lights flashing. ",-0.1875
LAURIE'S HOUSE. NIGHT.,Scene,Ray steps out onto the front porch with the yo-yo as the wind chimes blow in the breeze. ,0.0
RAY,Character,Any word on Allyson? No response. ,0.0
RAY (CONT'D),Scene,"You guys need some coffee or something? Ray strains to see Officer Richards in the front seat of the cruiser. Ray waves. No response. Ray moves toward the car, knocks on the window and then opens the driver's side door. What he sees is a mind-blowing moment of horror: Officer Richards has his throat slit and Doctor Sartain's pen blade jammed through his ear. AND- in his lap sits Officer Francis' head... ",-0.1
"CARVED LIKE A JACK O' LANTERN WITH TRIANGLE EYES CUT OUT, A",Scene,,0.0
TRIANGLE HOLE WHERE HIS NOSE ONCE WAS AND A JAGGED SMILE CUT,Scene,,0.0
WITH A BLADE. A FLASH LIGHT POINTS UP THROUGH THE NECK,Scene,,0.0
ILLUMINATING THE ENTIRE NIGHTMARE.,Scene,"89. Ray loses his balance and takes a step back. He hears the familiar wind chimes. Ray turns slowly and sees THE SHAPE step up behind him and instantly wrap the chain of the wind chime around Ray's neck. He chokes and wheezes and swings his arms wildly trying to save himself. After a great struggle, he falls to the ground... Dead. ",0.008333333333333335
LAURIE'S HOUSE. LIVING ROOM. NIGHT.,Scene,Laurie walks down the steps holding a PUMP ACTION 12-GAUGE. ,-0.02777777777777779
LAURIE,Character,"Ray? She steps up to the front door. She looks through the distorted glass of the windows and sees in plain sight... THE SHAPE with his back to her, standing perfectly still over Ray's body. Laurie locks the door, cringes as she registers the scene and turns away. She sees Shanah walk down the staircase. ",0.15753968253968254
SHANAH,Character,Mom? Laurie shakes her head and holds her finger to her lips. She meets Shanah in the middle of the room. ,0.0
LAURIE,Character,He's here Shanah. Michael is here. Go to the shelter and hide. You'll be safe there. ,0.5
SHANAH,Character,What about Ray? What about Allyson? ,0.0
LAURIE,Character,"I'll take care of it. It's time. Now. It all ends tonight. Shanah nods through tears and runs to the kitchen. She spins the island counter clock-wise. She shares a look with Laurie as her mother takes position. Armed at the front door. Is this good-bye? 90. Shanah disappears into the shelter and the island slides back, covering the secret door. Laurie turns back toward the window with her shotgun to keep an eye along The Shape. Before she gets a glance, the glass of one window smashes. THE SHAPE'S RIGHT ARM reaches through and grabs her by the side and then slides to her throat. Her weapon is useless as he pulls her into the door. THE OTHER ARM punches through the other window and reaches desperately for her. She spins around until her back is to the door. Her left hand reaches up and grabs hold of The Shape's spastic hand. With her right hand, Laurie PUMPS HER SHOTGUN and points it toward The Shape's LEFT HAND. He grabs hold of the barrel and she pulls the trigger. HIS LEFT HAND EXPLODES. TWO FINGERS disintegrated by the blast. His thumb and two others remain. He lets go and his arms retreat. ",-0.09065934065934068
LAURIE'S HOUSE. BASEMENT. NIGHT,Scene,"Shanah hears footsteps above her. She looks and considers the overwhelming arsenal beside her: A crossbow, a semi-automatic rifle, a shotgun and a small handgun, etc. She grabs the smallest firearm on the wall and walks to the base of the ladder as footsteps pace above her. She hears the island move aside and the hinges of the door lift open. She's nervous, but the gun is ready. She pulls the trigger- ",-0.05
CLICK.,Scene,,0.0
LAURIE,Character,"It only works if you load it, Sweetheart. She's relieved to see her mother who climbs quickly down with her shotgun to join her. Laurie walks to the wall and exchanges her pump-action shotgun for a rifle. She flips a circuit breaker to turn the lights off upstairs and then flips a switch to slide the island back into place. They listen quietly as Laurie loads rounds into the rifle. 91. The sound of the front door opening. FOOTSTEPS above them. Dust falls from the ceiling. Laurie tracks the steps with the site of her gun. ",0.04074074074074074
LAURIE (CONT'D),Scene,He's right there. Laurie fire three rounds into the ceiling at the position she suspects The SHAPE to be. All goes silent. ,0.14285714285714285
LAURIE'S HOUSE. NIGHT.,Scene,"Allyson approaches and sees the house through the trees, face full with both fear and relief. ",0.35
LAURIE'S HOUSE. LIVING ROOM. NIGHT.,Scene,CLOSE on Laurie as she rises from her basement door with her rifle ready. She looks around the dark living room and sees no sign of The Shape. Her senses are on high alert. ,0.07
LAURIE,Character,"Michael?! She hears a noise, turns and fires. Blasts a hole in the wall of the living room. The muzzle flash lights the room. ",0.0
LAURIE (CONT'D),Scene,"Michael?! Come out. Another sound. BLAM! She fires at a shadow. A tree branch hits the window. She turns, blasts the kitchen pantry. Laurie walks to the living room. Blasts the staircase upstairs. She disappears into a back room. We hear a three more blasts. She comes back out and looks toward a living room closet. She shoots a hole in it. Listens. Hears weeping in the distance. She looks out the broken window of the front door and sees Allyson crying. Her granddaughter kneeled over the body of her dead father. Laurie switch gears from a predator to the protector. 92. ",0.028571428571428564
LAURIE (CONT'D),Scene,"Allyson, you can't be here. She run to her upset granddaughter. ",0.0
LAURIE (CONT'D),Scene,I'm so sorry. It's not over. You need to run. Run and hide. Go to the road and don't look back. Get help. Save yourself. ,-0.25
ALLYSON,Character,I'm not leaving without you. ,0.0
LAURIE,Character,You must. Go now. I love you. Allyson gets up and walks backwards. She look to the front door and sees The Shape standing on the porch. ,0.5
ALLYSON,Character,"Grandmother?! Laurie turns and instinctively aims the gun toward The Shape and fires. The bullet blasts directly over The Shape's shoulder. A porch light shatters. -- Miss. She's out of bullets. Laurie quickly drops the gun and pulls a large hunting knife out of a sheath on her belt. The Shape stands with a kitchen knife in his hand. A CLASSIC SHOWDOWN. He steps off the porch toward her. Laurie looks back and sees Allyson stumbling backwards. With the mind-set of a mamma bear, Laurie turns back to The Shape and charges him. Their blades meet. Limbs entangled. The Shape loses blood from his missing fingers, but his momentum is relentless. He drives his knife into Laurie's chest. She swings and slices his arm. Allyson screams. On THE PORCH: We see Shanah slowly opening the front door with the POINT OF A HIGH TECH CROSSBOW. After a brief struggle, The Shape twists his knife and forces Laurie to the ground. He pulls the blade out. 93. Shanah's eyes swell with fear. Her jaw shakes as she takes aim. She considers the shot but instead lowers the crossbow in defeat. Then Laurie catches her eye from the ground. A neutral expression of control that says everything. The Shape lifts his knife back for the deathblow, and before it falls, Shanah raises the crossbow and pulls the trigger, ",0.04417582417582417
RELEASES HER ARROW.,Scene,It penetrates The Shape from behind. Underneath his right shoulder. The point and beak jut out by inches. The Shape DROPS HIS knife and pulls the pointer and slides it back and forth. He gets to his feet and struggles to remove it. Allyson walks toward them and grabs the fallen knife. She keeps The Shape at bay as she grabs her grandmother under her arms and drags her back through the yard. The Shape stumbles forward into the woods. Shanah runs to Allyson and Laurie. They help her to her feet as she bleeds. Nearly unconscious. They put pressure on the wound. ,-0.0028571428571428636
LAURIE'S HOUSE. NIGHT.,Scene,"In a flurry of motion and panic, Shanah and Allyson run with Laurie. As they struggle down the long, dark wooded driveway, they breathe heavily, exhausted physically and emotionally. Feet drag, bodies strain. The effort is arduous. Laurie looks back at The Shape disappearing into the trees. She is in and out of consciousness. ",-0.13395061728395063
LAURIE,Character,"Kill it. Kill it. It must die. Her whispers fall on deaf ears. Shanah and Allyson miss it in the strain of their efforts. They reach the gate which has been broken open. Shanah holds Laurie while Allyson steps into the road and looks both ways. Hawkins' abandoned squad car in one direction and a pair of headlights in the other direction. 94. Allyson waves her arms as the headlights approach. A PICK-UP TRUCK pulls over. Shanah lifts Laurie toward the truck.   Allyson helps. THE DRIVER drops the gate of the bed of the truck. The driver helps the severely injured Laurie into the truck. Her daughter and granddaughter get in, sit beside her and hold her tight. The truck ROARS INTO DRIVE and speeds down the road. The woman rest, stunned and numb and reflective of the night behind them. ",-0.26558956916099774
WOODS. NIGHT.,Scene,"The Shape, wounded. He pulls the arrow from his chest and moves through the forest. SIRENS WAIL in the distance. His WHITE mask catching the moonlight. The Shape comes to a clearing. He turns and looks back in the direction of Laurie's house. He watches, BREATHING... He touches his chest. Feels his wounds; his missing fingers. We reveal that he is standing among the shattered artificial faces of mannequins. The Shape walks to a tree and takes a seat. His head tilts back as his hand presses into his blood stained clothing. His breathing deepens. Exhausted, or possibly his last. ",-0.06666666666666668
