Scene Description,Type,Content,Sentiment Score
CHRIS' LIVING ROOM - NIGHT,Scene,Rod opens the door. Sid wags his tail hungrily. ,0.0
CHRIS' KITCHEN - LATER,Scene,Rod opens dog food while he calls Chris. ,0.0
CHRIS' VOICEMAIL MESSAGE (V.O.),Scene,"Hey, it's Chris. I'm away from my phone or I just don't want to talk ",0.0
TO--,Scene,Rod hangs up. He places Sid's bowl down. Sid doesn't eat. Instead Sid looks back up at Rod and WHINES. ,-0.07777777777777779
ROD,Character,Yeah... me too. ,0.0
CHRIS' LIVING ROOM - LATER,Scene,"Rod sits at Chris' desk in front of his laptop. Sid sits on Rod's lap. Rod types ""Andre Hayworth"" into the search engine. Images of Andre come up. Rod finds an article entitled: ""What Happened to Andre Hayworth?"" under in bold ""Brooklyn Native Goes Missing In Evergreen Hallow."" Rod's eyes go wide. ",0.0111111111111111
ROD,Character,Oh shit. 79. ,-0.2
GAMES ROOM - LATER,Scene,"Chris wakes up with a bump on his head. In front of Chris, a deer's head is mounted above an old-school floor-standing television. Behind him, a goat's head is mounted under a taxidermy owl, wings spread. His arms and legs fastened to a leather upholstered chair in the middle of a small dark room full of board games. Chris pulls at the straps that bind his arms and legs. ",-0.07500000000000001
CHRIS,Character,"Hey. Hey!!!! Rose!!!! Chris tries to gnaw at the harnesses, but they are too thick. ",0.19999999999999998
CHRIS (CONT'D),Scene,Oh shit. Oh shit. Oh fuck. Oh shit. The fuck?!?!! Y'all are psycho!? Is that it? Let me out of this chair. Chris looks around. ,-0.3953125
CHRIS (CONT'D),Scene,"People know I'm here. I told a bunch of people where I was going! You don't know me!!! You don't know me!!!! Hey! Hey!! Hey!!!!! The television screen turns on. Chris watches intently. The image of deer walking through woods comes on. The words ""YOU'VE GOT A FRIEND by James Taylor"" comes up as the song starts to PLAY. It's a forest-themed karaoke video. Chris is confused. He tries to slip out of the binds again drawing blood on his wrists. ",-0.25
CHRIS' LIVING ROOM - DAWN,Scene,Sid wakes Rod up with a lick to the face. He's on the sofa. ,0.0
POLICE STATION - DAY,Scene,"Rod sits at a desk with Sid on his lap.. DETECTIVE LATOYA 50, African American enters. She looks like she's been doing this way too long. She speaks to someone outside her office. ",-0.0125
DETECTIVE LATOYA,Scene,...Then he should've gone back up there and made sure everything was accounted for. ,0.25
(MORE),Scene,80. ,0.0
DETECTIVE LATOYA (CONT'D),Scene,"`Cause hey, look; how about this? If you record the evidence, you're responsible for it. Latoya shuts the door and sits at her desk. She begins opening and eating a bag of cashews. ",0.2
DETECTIVE LATOYA (CONT'D),Scene,Hello Mr... ,0.0
ROD,Character,Williams... Rod Williams... ,0.0
DETECTIVE LATOYA,Scene,From the TSA? ,0.0
ROD,Character,Yes Ma'am. ,0.0
DETECTIVE LATOYA,Scene,"You know that TSA issues should be brought to your authorizing officer, right? ",0.2857142857142857
ROD,Character,"It's not TSA business, ma'am. ",0.0
DETECTIVE LATOYA,Scene,"Please don't call me ""ma'am,"" or we're not gonna get along. How can I help you, Rod Williams from the ",0.0
TSA?,Scene,,0.0
CHRIS,Character,Here it is: My boy Chris has been missing for two days. ,-0.2
DETECTIVE LATOYA,Scene,Your son is missing? ,-0.2
ROD,Character,"No, sorry, not my son, my boy. He's my friend. He's 26. His name is Chris... Washington... He gives her time to write the name which she doesn't do. She just stares at him. ",0.25
ROD (CONT'D),Scene,He left town on Friday with his girlfriend Rose... Armitage... She's white. 81. ,0.19999999999999998
DETECTIVE LATOYA,Scene,That's four days ago. ,0.0
ROD,Character,"Yeah, I mean he's only been MISSING for two days. He was ",-0.1708333333333333
SUPPOSED--,Character,,0.0
DETECTIVE LATOYA,Scene,--I'm gonna stop you right there. Now you know the minimum amount of time without contact before you can file a missing persons report ,0.042857142857142844
IS--,Character,,0.0
ROD,Character,"--Three days I know, but I have reason to believe he's been abducted. ",0.0
DETECTIVE LATOYA,Scene,Go on. ,0.0
ROD,Character,Chris was set to come back home on Sunday. I was watching his dog Sid. Latoya points to Sid ,0.0
DETECTIVE LATOYA,Scene,That's Sid. ,0.0
ROD,Character,Yup. Cute right? Now look... Rod takes out his phone and scrolls to a photo of Andre. ,0.39285714285714285
ROD (CONT'D),Scene,"Chris sent me this which he took at the girlfriend's parents house. That's Andre Hayworth, a guy we knew from back in the day. Come to find out he went missing 6 months ago in an affluent suburb upstate. ",0.14999999999999997
DETECTIVE LATOYA,Scene,Don't look too missing to me. ,-0.2
ROD,Character,"Well that's the thing. We found him and now, according to Chris, he's gay with a different personality. 82. ",0.20833333333333334
DETECTIVE LATOYA,Scene,Gay? ,0.4166666666666667
ROD,Character,But he didn't used to be. ,0.0
DETECTIVE LATOYA,Scene,I think he might just argue with you on that one. ,0.0
ROD,Character,I know what I'm about to say is gonna sound crazy. ,-0.09999999999999998
DETECTIVE LATOYA,Scene,Try me. ,0.0
ROD,Character,You ready for this...? I think this family is abducting black people and brainwashing them to work for them as sex slaves and shit... Sorry. ,-0.16666666666666666
DETECTIVE LATOYA,Scene,...Brainwashing? ,0.0
ROD,Character,Yeah. ,0.0
DETECTIVE LATOYA,Scene,"Hold on one second. (over her intercom) Garcia, Frostie, get in here a second. ",0.0
(TO ROD),Scene,I want you to tell these officers exactly what you just told me. ,0.25
POLICE STATION - MOMENTS LATER,Scene,"Two detectives, Garcia, 37, and Drake, 43, stand behind Latoya. ",-0.4
ROD,Character,"...See, I don't know if the hypnosis makes you a slave or if just turns you gay or what, but they already got two brothers that we know of, and who knows how many more there could be. The officers are all riveted... Then... All three detectives laugh. Rod is not being taken the slightest bit seriously. 83. ",0.2766666666666667
LATOYA,Scene,"(to her colleagues) So, I don't want none of you sayin' I don't do nothin' for you... White girls'll get ya every time! They laugh even harder. ",0.06666666666666667
GAMES ROOM - LATER,Scene,The SONG PLAYS Over and over. Chris is too weak to struggle. ,-0.375
CHRIS,Character,Is this the only song you got? ,0.0
GAMES ROOM - LATER,Scene,The SONG ends. It BEGINS again. ,0.0
CHRIS,Character,"Okay. Okay! What do you want? You tryin' to break me? I won't say shit!! I'll just... I'll do what you say, just answer me! ",0.24479166666666666
CHRIS' LOFT - DUSK,Scene,Rod sits by the window with Sid. He looks out over rooftops and thinks. He picks up his phone and calls Chris again. He knows Chris won't answer. Then-- ,0.0
ROSE,Character,Hello? Rod is taken off guard. He almost drops his phone. ,0.0
ROSE (CONT'D),Scene,Chris? ,0.0
ROD,Character,"Yo. Um, Rose? It's Rod. ",0.6
ROSE,Character,Hi. ,0.0
ROD,Character,Where's Chris? ,0.0
INTERCUT WITH:,Scene,84. ,0.0
ARMITAGE HOUSE. DINING ROOM - DUSK,Scene,Rose stands by the dining table on Chris' phone. Rose starts to cry. ,0.6
ROSE,Character,He left like two days ago. ,0.0
ROD,Character,He left? ,0.0
ROSE,Character,We got in a fight. He got all paranoid and flipped out; He took a cab home. He forgot his phone. Wait... You haven't seen him? ,0.0
ROD,Character,No. He never made it back here. ,0.0
ROSE,Character,Oh my God. ,0.0
ROD,Character,I've been calling. I went to the police and everything. Rose is silent. ,0.3
ROD (CONT'D),Scene,Hello? ,0.0
ROSE,Character,What did you say? ,0.0
ROD,Character,I told them he was missing. ,-0.2
ROSE,Character,Uh huh... ,0.0
ROD,Character,So... What cab company did he use? ,0.0
ROSE,Character,"I don't know. A local one I'm guessing. Maybe uber? Wait, I'm so confused... ",-0.2
ROD,Character,"Hold on a second. Rod knows she had something to do with it. 85. He opens up `Garage Band' on Chris' computer and puts the phone on speaker, recording her. ",0.0
ROD (CONT'D),Scene,"So, last time Chris and I talked, he told me your mom hypnotized him? Rose is silent. Then... ",0.19999999999999998
ROSE,Character,"Rod, just stop. ",0.0
ROD,Character,Huh? ,0.0
ROSE,Character,I know why you're calling. ,0.0
ROD,Character,Why is that? We now see Rose's family standing in the living room behind her. They watch her operate. ,0.09999999999999998
ROSE,Character,"Come on. I mean, it's kind of obvious. ",0.09583333333333333
ROD,Character,What? ,0.0
ROSE,Character,That there's something between us. ,0.0
ROD,Character,No. I'm calling about Chris. ,0.0
ROSE,Character,We'd all go out drinking... I remember you looking at me. Rod is put on the spot. He becomes extremely uncomfortable. ,-0.5
ROD,Character,That's my best friend. If you did ,1.0
SOMETHING--,Scene,,0.0
ROSE,Character,"I know you think about fucking me, Rod. ",-0.6
ROD,Character,--No. You crazy... No. 86. Rod hangs up in a panic. He looks at Sid helplessly. Rose's flirtacious smile goes blank. She places the phone on the dining room table and looks back at her family. They watch in approval. ,0.06
GAMES ROOM,Character,"""You've Got A Friend"" plays. Chris, still strapped to the chair, hangs his head in resignation. Eyes shut, he sings along. ",0.0
CHRIS,Character,"...Winter, Spring, Summer and Fall, all you need to do is call. And I'll be there. You got a friend. Ain't it good to know you've got a friend. Ain't it good to know you've got a friend. Oh, yeah, yeah, you've got a friend. The song is over. After a moment. Chris begins to sing the opening guitar lick. He gets a couple notes before realizing he's singing alone. The television in front of Chris flickers off and then back on to the image of a tea cup comes into focus on the screen. A spoon comes into the shot and clinks the side of the cup. ",0.4666666666666666
"""TING TING, TING TING""",Scene,,0.0
CHRIS (CONT'D),Scene,,0.0
NO-,Character,"Before he can react, Chris falls asleep. Later... Chris wakes up bald. Static snow clicks fills the TV lighting the room. The image clicks to that of... ",0.25
HOSPITAL ROOM - DAY (TELEVISION),Scene,"Jim Hudson, also shaven, sits on a hospital bed. And faces Chris through the television. ",0.0
JIM,Character,Hello Chris. How's it going...? You can answer. There's an intercom in the room; I can hear you. 87. ,0.0
CHRIS,Character,I need water. ,0.0
JIM,Character,"Yeah, sorry about that. If it makes you feel any better, I'm thirsty too. ",0.0
CHRIS,Character,I need to get outta here. ,0.0
JIM,Character,"Right. So, the reason I am talking to you now is so you can understand what is happening to you. I guess your `understanding' it raises the success rate of this whole thing. Not even sure I `understand' it. ",0.3214285714285714
CHRIS,Character,Where's Rose? ,0.6
JIM,Character,"Hot isn't she? Hot voice anyway, you dirty dog. You're one of the lucky one's. The son Jeremy's wrangling method sounds way less pleasant. ",0.13333333333333333
CHRIS,Character,Is this some kind of a game to you? ,0.09999999999999998
JIM,Character,"They asked me for my favorite song, which was hard; I like all types of music. Turns out they really just needed one I knew all the words to: I went with James Taylor's ""You Got a Friend."" I hope it hasn't been too torturous; that wasn't the point. The point is that you learn it, and for us to have that knowledge in common. ",0.027083333333333334
CHRIS,Character,Who the fuck are you people? ,-0.4
JIM,Character,"Oh right. Okay, let me back up and give you the cliff notes. The Armitages and I are a part of a society. A pretty extraordinary society actually. ",0.22817460317460314
(MORE),Scene,88. ,0.0
JIM (CONT'D),Scene,"One whose sole purpose for many many years has been a search for a very powerful object. Armitage lineage redefined the nature of that search. They proved that the power didn't just exist in that object; You see, with science the Armitage's created a miracle. ",0.34750000000000003
CHRIS,Character,You hypnotize me? Break my will..? Make me a slave like the others? This is some crazy racist shit. ,-0.4
JIM,Character,"No. Not racist, Chris. We don't hate you. We want to be you... You are not going to be a slave. You're going to be a vessel. ",-0.8
CHRIS,Character,"Wait, what? ",0.0
JIM,Character,"Missy's hypnosis was merely to sedate you. Oh, that and to prepare you psychologically... ",-0.25
CHRIS,Character,For what? Jim smiles. ,0.0
JIM,Character,For the procedure. ,0.0
CHRIS,Character,What's the procedure? ,0.0
JIM,Character,Are you ready...? Drum roll please. Brain transplantation. Some say it could never be done; ,0.2
JIM (CONT'D),Scene,"They experimented for centuries, but it turned out re-linking the brain to a foreign central nervous system was impossible. The nerve connections are far too intricate and delicate. 89. ",-0.19833333333333333
CHRIS,Character,What the fuck? ,-0.4
JIM,Character,"Dean's the only guy who really gets the science. He's the one who discovered that full brain transplantation isn't actually necessary to transfer the soul, and that partial brain transplantation solves the little nerve ending problem. ",0.04375000000000001
CHRIS,Character,No. Jim holds up a Color coded diagram of the human Brain. There is a big red part that takes up 80% of the image. The other 20% is blue and located near the lower back of his skull. ,-0.0035714285714285704
JIM,Character,"Okay so... You see the blue part? That's the piece of your brain that's all rooted in the nervous system. So that stays; keeping those tricky little connections intact. The rest is discarded. Then they'll remove the red part of my brain from my skull and put in yours. Your ""blue"" and my ""red"" basically absorb each other. And apparently the brain heals surprisingly fast, so assuming everything goes as planned, we should be up and functioning in a couple weeks. ",0.04861111111111111
CHRIS,Character,And my brain? ,0.0
JIM,Character,"Your red part? It'll be discarded, but don't worry. You wont be gone. Well not completely. You'll still be in there somewhere; limited consciousness of course; ",-0.04047619047619048
JIM (CONT'D),Scene,you'll still be able to see and hear but your existence will be as a passenger... an audience. You will live in... 90. ,0.3181818181818182
CHRIS,Character,,0.0
(DEFEATED),Scene,...The Sunken Place. ,0.0
JIM,Character,"Yes. That's what she calls it. Good! So you understand, I'll control the motor functions, the will of our body, effectively ",0.7375
MAKING ME--,Scene,,0.0
CHRIS,Character,Me... You will be me. ,0.0
JIM,Character,"As far as the world is concerned. It's still a pretty new operation. Some kinks. We're supposed to stay away from flashes of light for example. They can trigger a ""momentary lapse in control of motor functions..."" ",0.2215909090909091
CHRIS,Character,Why black people? Jim is disappointed in the question. ,-0.4583333333333333
JIM,Character,"Well, because you get the highest bids. For the last decade or so anyway. I wish it was less simple than that, but it's not. You're in fashion, baby! Final hope sinks from. Chris shoulders. ",-0.05333333333333333
JIM (CONT'D),Scene,"Honestly though, personally..? I couldn't give two shits about race. I don't care if you're black, brown, green, purple... whatever. What I want is so much deeper: Your eye, man. I want those things you see through. ",0.08666666666666667
CHRIS,Character,That's crazy. ,-0.6
JIM,Character,Take it as a compliment. ,0.0
CHRIS,Character,You're not going to get away with this. 91. ,0.0
JIM,Character,"We have and we will. We'll be together soon, brother. The television turns off. Chris clenches his body trying to pry free from his restraints, before his shoulders collapse with exhaustion. He lifts his head to a rip in the leather arm of the chair revealing its cotton stuffing. He looks at the cotton. We see Chris make a difficult decision. ",-0.04999999999999999
LATER...,Scene,"We hear nothing except a HEART BEAT. Chris' head hangs, asleep. His lips are dry. Chris wakes up. The Television turns on. On the screen, a woman's hand holds a tea cup. With a spoon, she clinks it. We don't hear it though. We still hear nothing but the HEART BEAT. ",-0.06666666666666665
CHRIS,Character,"No, No-- Before Chris can finish SCREAMING, his eyes widen. He goes limp -- unconscious again. Rose enters wearing a white and black nurse's outfit with a red cross on the chest. She rolls a medical table into the room. She draws a dotted line across his forehead and around to the back of his scalp. Then she unstraps his arm and prepares it for an IV. She inserts the needle. She goes to put earbuds connected to an ipod in his ears but sees the arm of his chair has been stripped open. She looks at Chris. Cotton makeshift earplugs have been stuffed in his ears! He's not really hypnotized! Rose tries to scream but Chris grabs her throat with his free hand and squeezes. The HEARTBEAT quickens. Rose pleads, but we don't hear her. ",0.11488095238095239
ROSE,Character,,0.0
(INAUDIBLE),Scene,Wait. Wait. Chris!.... Chri- Chris chokes her. Tears stream down his face. ,-0.15555555555555559
CHRIS,Character,"Shhhh. Rose convulses. She scratches his hand and cheeks. He's too strong. She stares at Chris' eyes as her consciousness fades. Then, through the agony, her face curls into a twisted smile. She's having fun. Psycho. Rose goes limp in Chris' hands. 92. Chris takes the cotton out of his ears. We can hear again. ""You've got a Friend"" plays on the earbuds of the ipod. ",0.21904761904761907
OPERATING ROOM.,Scene,"Earbuds also rest in Jim Hudson's ears playing the same song. He lies unconscious on one of two operating beds in the center of the room connected to an IV and heart monitors. A bright medical light shines on Jim's shaved head which also has a dotted line around it. The other bed is empty and has a light shining on it as well. This bed is for Chris. Dean stands in a black and white robe with a red cross in the middle, his palms upwards in silent prayer near some ceremonial candles. Jeremy watches his father. They are unaware of what's happening in the Medical room down the hall. Dean finishes his prayer. ",0.05277777777777778
DEAN,Character,Saw... Jeremy hands Dean a circular surgical saw. ,0.0
DEAN (CONT'D),Scene,The vessel. Jeremy leaves as Dean begins to saw into Jim's cranium. ,0.0
DARK HALLWAY,Character,"Chris finds an old badminton set. Jeremy exits the room briskly and walks down a dark hallway. He turns into the games room and finds Rose's body. Jeremy's eyes go wild. He turns as Chris emerges lunging from the darkness with a badminton racket. Before Jeremy can scream, Chris slams him in the face with the metal side of the racket. He pulls Jeremy inside and shuts the door cutting off the sound from outside. Jeremy wilts in pain. Chris whips him over and over warping the racket to a crumpled bloody mess. ",-0.06805555555555556
OPERATING ROOM,Scene,Dean finishes sawing the top of Jim's skull off. He removes the cranium preciously exposing Jim's brain. 93. ,0.5
DEAN,Character,Jeremy...? Dean walks to the doorway. Dean scans the dark hallway. It's quiet. ,-0.075
DEAN (CONT'D),Scene,"Ro Ro...? Chris emerges charging from the darkness with Deer's head in his arms. He punctures Dean through his neck and shoulder with the antlers. Dean and stumbles back into the operating room, deer's head attached. ",0.0
DEAN (CONT'D),Scene,,0.0
MISS--,Character,His call to Missy devolves into gargles. Dean falls knocking the unused bed over along with some candles. The bed has caught fire. The fire grows fast. ,0.2
KITCHEN - NIGHT,Scene,"Missy takes a whistling tea pot off the stove and pours herself a cup. Georgina sits nearby knitting. The window, like before reflects the room around them. She sniffs the air. She is suddenly afraid. She turns off the light illuminating the back yard. Walter runs back and forth in the distance. She turns the light back on again. Chris' reflection is now behind hers. He looks savage; covered in blood. Georgina screams and runs out the back door. Chris heads to the door, but sees his phone on the dining room table. He goes for it. ",-0.024999999999999994
DINING ROOM - CONTINUOUS,Scene,"Chris runs through the dining room and finds his cell phone on the dining room table. Chris picks up his phone and presses the power button. The loading screen comes up. Chris grunts with frustration as he hears a creak behind him. It's Missy, now in the kitchen doorway behind him holding her teacup and spoon. She begins clinking her tea cup... ",-0.4
TING...,Scene,Chris knocks the cup out of her hand spraying hot water on her chest and face. She screams. 94. The cat bounds off the dining room table at Chris' face. Chris punches it out of the air. This has given Missy enough time to grab a knife. She lunges at Chris screaming psychotically. Chris can't pin her down. She slices his hands. Chris grabs the tea pot and cracks her in the head with it. She falls. He hits her one more time. Done. The cat slinks out an open window. ,0.11888888888888889
FOYER - CONTINUOUS,Scene,"Chris runs towards the front door. Before he can open it, he hears a footsteps running upstairs from the basement followed bloodcurdling scream from back in the kitchen: ",0.0
JEREMY (O.C.),Scene,"Ahhhhhhhh!!!!!!!!! Jeremy bursts though the dining room and pounces on Chris' back. The two roll around. Chris throws his elbow back at Jeremy who blocks it and uses it to put Chris in a choke hold from behind. Chris slams the back of his head into Jeremy's face. He does it again, and again, and again. Jeremy squeezes tighter. Chris, about to pass out, reaches into Jeremy's pocket and pulls out his keys. He scrapes them deep into Jeremy's eye. Jeremy screams in pain and Chris wriggles out of his grasp tripping him with an improvised Judo throw. Jeremy lunges at Chris again but slips on his own blood banging the back of his head on the coffee table. He's out. ",0.028571428571428564
FRONT YARD - NIGHT,Scene,Chris begins to run but then sees the beige sports car we recognize from the opening scene. He looks at Jeremy downed in the doorway and then at the keys in his hand. Moments later... ,0.0
SPORTS CAR - NIGHT,Scene,Chris is in the driver's seat. The tubular metal helmet sits next to him in the passengers seat. His phone finally turns on. There is a very small amount of batteries. He turns the ignition. The English to French tutorial comes on. ,-0.065
TUTORIAL,Scene,"I seem to have misplaced my passport. Je crois avoi egare mon passeport. 95. Chris peels off, driving fast through the field into the night. He dials 911. ",0.0
911 OPERATOR,Scene,"911 emergency, I'm at the home of Dean and Missy Armitage-- Chris looks in the rearview mirror as the house gets smaller behind him. All of a sudden, BAM! The car slams into and over Georgina, who, in the night, seems to come out of nowhere. The phone falls. ",-0.13333333333333333
CHRIS,Character,Ahhhh! ,0.0
TUTORIAL,Scene,Can you direct me to the nearest hospital? Pouvez-vous me diriger vers I'hopital le plus proche? He drives on a few more seconds on a flat tire but then stops the car. Chris breathes heavy. ,0.034999999999999996
CHRIS,Character,,0.0
(TO HIMSELF),Scene,No... no... Don't do it... Just get the fuck gotta here... Just go! Just... Fuck! Chris puts the car in reverse and drives backwards beside the motionless bloody heap that is Georgina. ,-0.6
TUTORIAL,Scene,"Where is the nearest train station? Ou est la gare la plus proche? He looks back at the house which is now filling with smoke. Chris quickly gets out of the car and lifts what's left of Georgina's mangled unconscious body into the passenger's seat of the car. He shuts the door and gets in the driver's seat. He floors it. After a moment of driving, Georgina's eyes open and she rises. The wig slides off her head revealing an old surgical scar around the top of her head. Chris hasn't noticed her yet. He reaches for his phone. ",0.15555555555555556
TUTORIAL (CONT'D),Scene,"Can you please call the police? Pouvez-vous s'il vous plait appelez la police? Annoyed, Chris turns off the sound system just before Georgina grabs his face and scratches it. 96. ",0.0
GEORGINA,Scene,Ahhhhh!! ,0.0
CHRIS,Character,"Ahhhhhhhh!! Chris, veers the car into a tree. Georgina`s head hits the windshield hard and bursts open. She's dead. So is the car. A bullet hits the rear view mirror. Jeremy stands in front of the smoking house with a hunting rifle. He's soaked in blood. ",-0.1638888888888889
JEREMY,Character,,0.0
(THROUGH TEARS),Scene,Grandma!!!! Chris looks at Georgina's body. Georgina was Grandma. ,0.0
JEREMY (CONT'D),Scene,"Grampa! Walter, the grounds keeper, rounds the house at top speed. Walter is grandpa and he's so fast. ",0.35
JEREMY (CONT'D),Scene,"Get him!!! Chris crawls out of the car as Walter/Grandpa sprints across the front lawn strait at him. Walter's hat flies off revealing the surgical scar around his head like the others. Jeremy shoots again, and it grazes Chris' side. Chris runs through the trees. Walter/grandpa closes the gap quickly. Another shot hits a tree. As Chris reaches the road, Walter/ Grandpa pounces like a jaguar and rolls him over on his back. He pushes his thumbs into Chris' eyes. ",0.16666666666666666
GRANDPA,Character,Damn you to Hell!!! Jeremy arrives behind them crying. ,-0.30000000000000004
JEREMY,Character,"Kill him, Grandpa. ",0.0
GRANDPA,Character,"The gun, Jeremy. Jeremy tosses the rifle. Grandpa catches it and holds it up to chris' head. ",0.0
GRANDPA (CONT'D),Scene,"You ruined everything!!! Chris, blinded, raises his phone to Walter/Grandpa's face. He takes a picture, flashing strait into Walter/Grandpa's eyes. 97. Walter/Grandpa doesn't shoot. Instead he looks up. Jeremy is confused as to why Walter/Grandpa has stopped. ",-0.4
JEREMY,Character,What...? Grandpa--? Walter/Grandpa spins and gathers his bearing. His eye is cocked and blood trickles out of his nose. He let's out a PAINED MOAN reminiscent of the deer's. ,0.0
WALTER/GRANDPA,Character,"Ahhhhhhh! Walter/Grandpa shoots Jeremy in the chest. He falls. Chris, on his back, pushes himself away. Walter/Grandpa sees Chris' scurry. He turns looking mad. ",-0.3125
CHRIS,Character,Wait. Walter/Grandpa raises the gun under his own chin and shoots himself through the head. He falls. Approaching sirens blare in the distance. Chris lays in shock. It's over. Just then a hand grabs Chris face! Jeremy's still alive! Blood pours from his mouth. ,0.24166666666666667
JEREMY,Character,"Ahhhhhh! They both go for the gun, grabbing it at the same time. They roll around in the grass. Chris ends up on top. He bludgeons Jeremy over and over with the butt of the gun into the ground. Chris is lost in violence. 2 police cars pull up. He drops the gun. ",0.25
COPS,Character,"Hands! Hands! Get away from the weapon/ Show me your hands!/ Hands! Hands!! Get on your Knees!/ Hands! Hands!/ Goddamn Hands!!! Chris, covered in blood, raises his sliced hands. ",0.0
CHRIS,Character,Look in the basement! He is violently swarmed by officers. The house burns. 98. ,-0.8
MAXIMUM SECURITY PRISON. VISITING ROOM - NIGHT,Scene,Rod sits down opposite Chris who wears a prison jumpsuit and smokes a cigarette. Both of them look like shit. Rod is gaunt with circles under his eyes. Chris' hair and beard have grown in. There's a long silence. ,-0.1013888888888889
ROD,Character,I really need to... ,0.2
CHRIS,Character,...I don't remember... ,0.0
ROD,Character,...impress on you the importance of remembering some of those names. The fire didn't leave ,0.0
ENOUGH--,Character,They've clearly had this conversation many times before. ,0.3
CHRIS,Character,I don't remember. ,0.0
ROD,Character,"You gotta help me out, Chris. Secret societies doesn't get you very far on Google. I'm over here feeling like I'm playing connect the dots on a fucking football field. One name... ",-0.29
CHRIS,Character,I don't remember. ,0.0
ROD,Character,"Well, try again please. ",0.0
CHRIS,Character,Rod. ,0.0
ROD,Character,Let's start at the beginning; walk me through it again. ,0.0
CHRIS,Character,Rod. Rod knows he's been defeated. 99. ,0.0
CHRIS (CONT'D),Scene,"I'm good, man. I stopped it. You know? I stopped it. Chris is at peace. He takes a long good drag of his cigarette then gets up and leaves. ",0.31249999999999994
MAXIMUM SECURITY PRISON. HALLWAY - NIGHT,Scene,"Two GUARDS escort Chris back to his cell. He WHISTLES ""You Got A Friend."" ",0.0
