Scene Description,Type,Content,Sentiment Score
BEVERLY,Character,I think it depends. Beverly looks up from a SPREAD OF FIREWORKS laid out on a red white and blue Captain America towel. ,0.0
EDDIE,Character,On what? ,0.0
WILL,Character,"What we're scared of. It was Georgie's corpse for me cuz, cuz that's what I care about. It was a naked woman for Stan because he's so afraid of- ",-0.3
RICHIE,Character,Getting laiiiid. ,0.0
STAN                           RICHIE,Character,Only because your Mom-          You really want me to start talking about your Mom? Don't get me started cause it won't stop. ,0.1
WILL,Character,Back to point. It showered Beverly in blood cuz... ,0.0
RICHIE,Character,Cuz blood always freaks a girl out. ,0.0
BEVERLY,Character,"Wow, you really don't know shit about girls do you? Will smiles. ",0.03333333333333335
BEVERLY (CONT'D),Scene,"""IT"" showered me in blood because I just got my period... and... Eddie recoils in disgust while Beverly's mind goes to dark places, to her father, and what being a ""woman"" might mean to him now. Ben and Will both notice this change in her demeanor. ",-0.23125
RICHIE,Character,I didn't need to know that. 73. ,0.0
WILL,Character,"It. It's everything and anything. All our nightmares. All evil, wrapped into one. ",-1.0
BEN,Character,Into one freaky looking clown you mean. That's the only form that seems to repeat. ,-0.15625
RICHIE,Character,"Ironic right? Something that's suppose to make kids laugh, actually being super freaky. He does it Rick James style. Everyone laughs. ",0.22380952380952382
EDDIE,Character,It makes sense though. If it's killing kids. A clown is the perfect cover. ,1.0
BEVERLY,Character,"Adults just ignore them. But kids, like your brother, Georgie... ",0.0
WILL,Character,They want to get closer.   See their tricks. Just then Will sees MIKE running for his life down the street. ,-0.15555555555555559
WILL (CONT'D),Scene,Shit. Isn't that- ,-0.2
RICHIE,Character,"Home school. They look where he's running from and see Bowers Gang, in the Trans-Am delayed by foot traffic. ",0.0
EDDIE,Character,They're going to cream him. ,0.0
STAN,Character,At least it won't be our problem for a night. ,-0.3
BEVERLY,Character,"That's cowardly, Stan. 74. ",0.0
BEN,Character,Beverly's right. We can't always hide from them. We need to do something. ,0.2857142857142857
STAN,Character,How? ,0.0
WILL,Character,With these. Will points to their arsenal of fireworks. : ,0.0
BEN'S NEIGHBORHOOD - MINUTES LATER,Scene,"Mike runs past families and kids distracted by the fireworks display happening overhead, Bowers gang almost on him in the Trans Am. Mike cuts between a lawn between two houses, hopping a fence. Bowers hits the gas and fishtails it around the next block to cut Mike off. Will and his gang see this and take a short cut of their own. Ben, boy-boobs jiggling, takes up the rear. ",0.0875
NEIBOLT STREET - MOMENTS LATER - NIGHT,Scene,"Mike spills out between lawns on Neibolt street; a dead end. There is a small pier that cuts into the canal with an old abandoned ""lock house"" at the end. The Trans-Am roars into view at the other end of the block. Revs the engine. ",-0.11875
TRANS AM - NIGHT,Scene,"Travis is focused on Mike, who is frozen in the street. ",0.0
TRAVIS,Character,Got the little fucker now. Another boy runs out with him. Will. ,-0.1875
VICTOR,Scene,Is that that pussy Denbrough? 75. ,0.0
TRAVIS,Character,This night just gets better and better. Travis slams on the gas. ,0.5
NEIBOLT STREET - NIGHT,Scene,Tires screeching.   Travis guns it straight for Mike and Will. ,0.2
WILL,Character,Don't move. ,0.0
MIKE,Character,You nuts? ,0.0
WILL,Character,Trust us. We're here to help you take these jerks. ,0.0
MIKE,Character,"We? Looking to the side, Will has his walkie-talkie. ",0.0
WILL,Character,"(into the walkie-talkie) Not yet... not yet. Now! Between the Trans-Am and Mike and Will, Ben and Richie heave their shoulders into a large steel DUMPSTER filled with construction material. They push it down a driveway that leads to the street. It creaks, starts to wobble, then move down the incline. When it hits street level, though, the gutter stops it from going out into line of the Trans Am. ",0.0757936507936508
BEN,Character,Fuck. Will sees this. ,-0.4
WILL,Character,Oh shit. Abort! Abort! ,-0.3125
MIKE,Character,Abort? What does that mean. ,-0.3125
WILL,Character,"Run! They're about to dodge the car when- 76. BEVERLY jumps out firing off her 6-BARRELED MORTAR handheld, aimed horizontally, at the car. THUMP. The recoil throws her back while the rocketing projectile explodes in front of the Trans-Am. Travis and the boys shield their faces SCREAMING as the front windshield explodes. ",0.0
BEVERLY,Character,"Woah! THUMP. This one knocks her to the ground as the second mortar flies right towards the Trans Am. Travis yanks the wheel to the LEFT as the firework EXPLODES on the side of the car. He slams on the breaks as Victor, Snatch, and Moose are flung forward. Victor smashes his face on the dash board. ",0.09523809523809523
MIKE,Character,Is that girl for real? ,0.2
WILL,Character,"Real as it gets... Now, Stan and Eddie! Eddie and Stan charge from behind a hedge. Lighting bottle- rockets aimed at the car. Travis and his boys have to duck for cover as ONE of the rockets ZINGS through the car. ",-0.07500000000000001
TRAVIS,Character,"Those little motherfuckers.   Get out, get out! The OLDER BOYS climb out the windows, ducking and covering their eyes from the ONSLAUGHT of bottle rockets and roman candle projectiles. Crouched behind the trunk, Travis lights up three M-80's WITH CLOWN FACES on them and tosses them like grenades at Beverly, Stan, and Eddie's positions. The M-80's blow HUGE fist sized holes in the blacktop, bigger than can possibly be legal, exploding gravel peppering the kids, stunning them for a moment. ",0.09032738095238095
STAN,Character,Holy hell. What kinda gear do they got? ,0.0
WILL,Character,"I don't wanna stay and find out. Ben and Richie race up from behind, letting loose another barrage as they pass Bowers' gang and the Trans Am, giving cover as the FIRE FIGHT, literally, becomes a retreating manoeuver towards the pier at the end of Neibolt street. 77. Travis' boys cover their eyes but they make aggressive progress towards the kids with their terrifying M-80's. ",-0.49230769230769234
TRAVIS,Character,"I've been waiting all summer to run into you, Denbrough. ",0.0
WILL,Character,Leave us alone Bowers. I don't want anyone to get seriously hurt. ,-0.3333333333333333
TRAVIS,Character,"Hurt? When I'm done with you, you'll wish you were in that storm drain with your brother. ",0.0
NEIBOLT STREET PIER - CONTINUOUS,Scene,"They regroup at the mouth of the pier, water on both sides, Bowers in front. He throws another M-80, which tears into a wood plank. Splinters shoot everywhere. ",0.0
BEVERLY,Character,"Will, we need cover-- ",0.0
BEN,Character,"The house. It's our only chance! Ben points to the Neibolt Street house on stilts over the black water. An imploded, condemned structure that slopes like a man's half eaten face. Eddie is instantly horrified. ",-0.08333333333333333
EDDIE,Character,I don't think that's a good idea. ,0.7
RICHIE,Character,When do you ever think anything is a good idea? ,0.7
WILL,Character,"Okay. Ben, we'll hold him off while we can, you and Stan see if you can find a way in. Covering them, Mike, Richie and Will continue to fire off what fireworks they have left. Bowers' boys light off another barrage of M-80's. Will, armed with a plank bats one back like a baseball. BOOM! It explodes at Victors feet. Ben quickly runs towards the house, followed by Stan and Bev. Eddie, stuck in the middle, goes after them down the pier. 78. ",0.15396825396825395
NEIBOLT STREET HOUSE - CONTINUOUS,Scene,Ben and Stan split up looking for a way in.   All windows and doors are boarded up or locked. ,0.0
EDDIE,Character,"Really guys, there has to be another option. ",0.2
RICHIE,Character,You want to swim?! ,0.0
EDDIE,Character,I'm serious. This house-- ,-0.3333333333333333
"BEN, STAN, & BEVERLY",Character,"Shut up, Eddie. And then, as if by magic (or by Pennywise), one of the 2x4s that cover a window to the basement slips to the ground. ",0.5
NEIBOLT STREET PIER - NIGHT,Scene,Will finds the backpack empty as Mike shoots off the last bottle rocket. Will picks up some rocks as ammo. Mike and Richie instinctively follow suit. Will winds up and... ,-0.05
WILL,Character,"Charge!!! NAILS MOOSE IN THE FOREHEAD, drawing blood. Travis and the others stop dead, incredulous, as rocks pelt them. It turns into a crazy rock fight. Will looks back. He can't see any of his friends who are on the other side of the house. ",-0.23125
WILL (CONT'D),Scene,,0.0
(TO BEN),Scene,Guys hurry!!! ,0.0
NEIBOLT STREET HOUSE - NIGHT,Scene,"Ben and Beverly look at the window into the blackened hole, then at each other ominously. ",-0.125
BEVERLY,Character,"Rock, paper, scissors? ",0.0
STAN,Character,"I'll go. 79. Not wanting to be one-upped by Stan, Ben pushes him out of the way. ",0.0
BEN,Character,No.   I'll go. ,0.0
NEIBOLT STREET PIER - NIGHT,Scene,"The fight is getting desperate. Both Will and Mike bleed from rock hits. Will, Richie, and Mike see Bev waving them to come. They run for their lives towards the house, Travis and his goons on their heels. ",-0.6
NEIBOLT STREET HOUSE - NIGHT,Scene,"Will, Richie and Mike round the corner of the house.   Will looks down the pier, no one, then THEY HEAR BEN. ",-0.1777777777777778
BEN,Character,,0.0
(WHISPERING LOUDLY),Scene,Down here! ,-0.19444444444444448
TRAVIS (O.C.),Scene,"I'm gonna kill you, losers! I swear I'm gonna kill you all. Will sees a broomstick wave in the opening, beckoning them to come in. ",-0.25
WILL,Character,"Go! Go! Go! Mike and Richie slip in, lowering themselves onto a floor littered with crates and boxes. Will last in just as... Travis and his buddies round the house. Moose walks right by the window they slipped into but doesn't seem to see it. ",0.028571428571428564
TRAVIS,Character,"Where are they? Victor and Snatch look at Travis for direction. Unmoved, Travis walks around the boarded up house looking for a way in. ",0.0
"NEIBOLT STREET HOUSE, BASEMENT",Character,"The kids catch their breath and lick their wounds. The basement is a derelict and creepy undercarriage to a canal lock house. 80. A huge coal ENGINE bulked in the shadows, and next to it an old COAL BIN and stone channel that leads directly to the canal and water. ",0.020000000000000018
RICHIE,Character,If we die here I just want to say that fight was friggin' awesome. ,1.0
WILL,Character,"Shhhhush. Richie does a little pistol shoot with his hands to Ben and mouths ""awesome."" Ben smiles. ",0.40625
EDDIE,Character,,0.0
(TO HIMSELF),Scene,"We shouldn't be here. Will watches Travis and his boys walk past the basement window again. Ben looks to Beverly, sees some gravel in her leg like buckshot. ",-0.25
BEN,Character,,0.0
(WHISPERING),Scene,You okay? ,0.5
BEVERLY,Character,It's just a scrape. ,0.0
NEIBOLT STREET HOUSE,Character,"Travis is getting frustrated. He can't find where or how the kids have gotten into the house. He looks straight at the window the kids crawled through, the 2x4 is still somehow attached from the outside. ",-0.16666666666666666
"NEIBOLT STREET HOUSE, BASEMENT",Character,"The kids can see Travis staring straight at them through the window, the 2x4 is non-existent, as if Pennywise is preventing the boys outside from seeing in or entering. ",0.1
STAN,Character,They can't see the window? ,0.0
EDDIE,Character,,0.0
(STILL REPEATING),Scene,We shouldn't be here. ,0.0
RICHIE,Character,Don't count your chickens. 81. ,0.0
MIKE,Character,Something wrong with your friend here? ,-0.5
EDDIE,Character,We shouldn't be here! ,0.0
WILL                             RICHIE,Character,"Eddie?                             He's afraid of dirt. Will covers Eddie's mouth as he continues to yell, ""we shouldn't be here."" They watch anxiously as Travis and the boys feet inch uncomfortably closer to them. Then Eddie suddenly stops. ",-0.3375
NEIBOLT STREET HOUSE - SAME,Scene,"Frustrated, Travis and the boys leave. ",-0.7
"NEIBOLT STREET HOUSE, BASEMENT",Character,The kids have surrounded Eddie. ,0.0
BEVERLY,Character,What is it Eddie? ,0.0
EDDIE,Character,There's something I didn't tell you guys. ,0.0
WILL,Character,What? ,0.0
EDDIE,Character,"This house. I saw something here once. I thought it was just my mind playing tricks, but now I know... They sense what he is about to say isn't going to be good. ",0.7
EDDIE (CONT'D),Scene,"I saw ""IT."" Eddie nods. ",0.0
STAN,Character,Jesus. 82. ,0.0
RICHIE,Character,,0.0
(TO STAN),Scene,"Why do you keep using our teams, guy? ",0.0
STAN,Character,Wha? ,0.0
MIKE,Character,"What does he mean by ""IT?"" Will looks to the gang, they all nod.     He turns back to their newest member. ",-0.15625
WILL,Character,"Something's wrong with Derry. Haunting it. Hunting and killing kids. We've all seen it. Mike looks at them all, judging their earnestness. Feels he can trust them, an instant connection with people whose fear clings to your own. ",0.033333333333333326
MIKE,Character,"I know.   I've seen ""IT"" too. Just then, the house seems to shiver. As if its foundation had shifted. A CLANKING SOUND resonates from the pipes. Water BEGINS TO SEEP in through the cracks in the basement. ",0.4
BEVERLY,Character,"What exactly did you see here, Eddie? Ben goes to the window they came through, but instead of seeing out, it's now covered by the 2x4. ",0.25
BEN,Character,"Guys, uh-- He looks at their feet. They all do. Water coming in fast. Ben bangs a coal stoker against the boarded window. Rock solid. Will looks for a way out. The stairs. ",0.1
WILL,Character,"Stairs. Suddenly they HEAR FOOTSTEPS, above. They look up as dust falls from one side of the roof, slowly making its way to directly over them. To the stairs. ",-0.05000000000000001
EDDIE,Character,"(whispering in fright) It's here. 83. Will grabs on to Beverly's hand. She holds onto his with equal vigor. Richie holds onto Eddie. Ben holds the stoker like a sword.     Mike grabs a shovel. They lead the way up the stairs. Unless otherwise noted, they ONLY WHISPER now. ",0.0
RICHIE,Character,"I'm not going up there. The others ignore him, follow Ben and Mike up the stairs. Richie looks around him at the scary basement, the furnace hulking in the corner like a being with eyes. The water surrounds his shoes. He runs up after his friends. ",-0.5
"NEIBOLT STREET HOUSE, 1ST FLOOR",Scene,"A door opens in the middle of the kind of creepy hallway you don't want to find yourself in, ever. Scummy yellow water stained wallpaper peeling like dead skin from walls. Sconces hanging from their sockets and detritus is built up on the wooden floor boards. No footprints anywhere. Ben sticks his head out. He looks left, nothing, he looks right, nothing. Directly in front of him, through a dark parlor, is the FRONT DOOR. As Ben disappears into the stairs again, the door closes, revealing PENNYWISE THE CLOWN, at the far end of the hallway. ",0.02142857142857143
"NEIBOLT STREET HOUSE, BASEMENT STAIRS",Character,Ben still has his hand on the door knob. ,0.0
BEN,Character,The front door is right there. Will nods.    Let's go. ,0.2857142857142857
"NEIBOLT STREET HOUSE, 1ST FLOOR",Scene,"Pennywise is gone. The kids all file out, sticking close to the filthy walls. They dart into the dark parlor for the door, followed last by Richie... The room seems to extend and last longer than anticipated. Finally they get to the door. Ben tries it. Nailed shut. 84. ",-0.17500000000000002
EDDIE,Character,"Shit. Guys, look. Everyone turns and sees HUNDREDS OF CROWS perched atop the railing of the main staircase and in the rafters above. ",-0.011111111111111118
MIKE,Character,"There must be a window open. Will reads his mind, an upstairs window might be their only chance to freedom. ",0.0
WILL,Character,C'mon. Will leads the way upstairs. ,0.0
"NEIBOLT STREET HOUSE, 2ND FLOOR",Scene,"The children, petrified, slide up the stairs as silently as possible, trying not to disturb the watching crows. Or alert whatever else is there. The stairs creak and snap loudly. They get to a 2nd floor hallway, the wind from an open window blowing trash around. Will looks around... ",0.025
"NEIBOLT STREET HOUSE, 2ND FLOOR BEDROOM",Scene,"He beckons them into a bedroom with AN OPEN WINDOW. They step over a moldy bare mattress shoved against the wall. Beverly is the first one out the window, then Stan, then Richie, then Ben. Ben looks back and sees Eddie standing by the doorway to the hallway. ",0.075
BEN,Character,"Eddie, what are you doing? Eddie turns towards them, realizes he must have lost consciousness for a second, doesn't understand why he was standing there. He walks towards the window when THE FLOOR GIVES WAY and he tumbles down to the first floor. ",0.03148148148148147
"NEIBOLT STREET HOUSE, 1ST FLOOR, KITCHEN",Scene,"If the house weren't spooky enough, this room is the spookiest. A bunch of furniture is gathered in the middle of the room covered in sheets. A dusty old refrigerator stands in the corner. Dust everywhere begins to clear from Eddie's fall. He is knocked out. His arm is clearly broken. 85. ",-0.10000000000000002
"NEIBOLT STREET HOUSE, 2ND FLOOR",Scene,"Will, Mike, and Ben rush back into the house. ",0.0
WILL,Character,Eddie! Will runs around the gaping hole in the floor and tries to run down the stairs when... ,-0.1277777777777778
THE FLOCK OF CROWS ATTACK,Scene,Will covers his eyes as the birds prevent him from going down. Mike and Ben shore themselves behind him. ,-0.2777777777777778
"NEIBOLT STREET HOUSE, 2ND FLOOR BEDROOM",Scene,The other kids scream from the window. ,-0.125
BEVERLY,Character,What's happening?! ,0.0
RICHIE,Character,"Whatever it is, we don't want to go back in there. ",0.0
BEVERLY,Character,We have to do something. She looks around. ,0.0
BEVERLY (CONT'D),Scene,Follow me! Beverly leads Richie and Stan down to the edge of the roof. ,-0.15555555555555559
"NEIBOLT STREET HOUSE, 2ND FLOOR",Scene,"Will, Mike, and Ben are being pelted by the birds still. They retreat back into the bedroom and shut the door. ",0.0
"NEIBOLT STREET HOUSE, 1ST FLOOR, KITCHEN",Scene,"Eddie, coming back to consciousness, looks around the room. He moans in pain. ",0.0
EDDIE,Character,"Guys? From the hole above, Will and Ben appear. 86. ",0.0
WILL,Character,Eddie. Realizing he is alone. ,0.0
EDDIE,Character,Get me out of here. ,0.0
WILL,Character,"We tried, we can't get down stairs. ",-0.15555555555555559
EDDIE,Character,What do you mean you can't get down stairs? Eddie looks around the creepy room at the sheets.   Something horrible could be under any one of them. ,-0.49201388888888886
WILL,Character,Do you see anything you could use to climb out? ,0.0
EDDIE,Character,"I- I think I broke my arm. He holds it up and the lower part of his arm hangs irregularly. Behind him the old refrigerator SHAKES, ",-0.15000000000000002
SOMETHING INSIDE.,Scene,,0.0
"NEIBOLT STREET HOUSE, 2ND FLOOR BEDROOM - NIGHT",Scene,It's 15 feet sheer drop above the dilapidated pier.    Richie is too scared to jump. ,0.0
BEVERLY,Character,"I don't know, Richie. ",0.0
RICHIE,Character,"You gotta a better idea? Glass breaks and CROWS STORM OUT OF A WINDOW behind them. Startled, they all lose their footing and fall, crashing down onto a pile of rope below. ",-0.018518518518518535
"NEIBOLT STREET HOUSE, 1ST FLOOR, KITCHEN",Scene,"Eddie looks to the shaking fridge. Blood oozes out of it and starts to cover the floor, inching towards him. Eddie backs away, horrified. ",-0.2
EDDIE,Character,No. No no no. Will?     Help me! 87. ,0.0
"NEIBOLT STREET HOUSE, 2ND FLOOR BEDROOM",Scene,"Will sees the blood, looks to Ben and Mike. ",0.0
WILL,Character,What do we do? ,0.0
BEN,Character,We can't leave him alone down there. Mike looks at the old moldy mattress. ,-0.02777777777777779
"NEIBOLT STREET HOUSE, 1ST FLOOR, KITCHEN",Scene,Eddie hops onto a rocking chair as the whole floor is coated with BLOOD. ,0.2
EDDIE,Character,"Hurry, guys! The fridge door starts to YAWN OPEN. Eddie curls in a ball and closes his eyes. ",0.0
EDDIE (CONT'D),Scene,"This isn't happening. This isn't happening. Inside is Pennywise, all curled up. He unfurls himself like a coiled snake, holding a balloon on a string. It drags him, floating just above the bloody floor, across the room toward Eddie. ",-0.4
PENNYWISE,Character,Open your eyes Eddie-bear. I brought you some cracker-jack. ,0.0
EDDIE,Character,Go away! ,0.0
PENNYWISE,Character,"Away? But I just got here? And we're gonna have soooooo much fun, you and me. Now open those peepers. ",0.15
EDDIE,Character,No. ,0.0
PENNYWISE,Character,"Kee-mon Eddie Bear. Don'cha wanna see the show? You're the main event. 88. Eddie does. Pennywise is over him now, his teeth like razors, his clawed hands reaching out for Eddie's neck. ",0.16666666666666666
PENNYWISE (CONT'D),Scene,You all taste soooooooo much better when you're afraid. Eddie screeeeeeeeeams! ,-0.125
"NEIBOLT STREET HOUSE, 2ND FLOOR",Scene,"Mike lifts up the mattress and sees a decomposed corpse of some child underneath it. He screams, falling backwards towards Will and Ben. ",0.0
"NEIBOLT STREET HOUSE, KITCHEN",Character,,0.0
SUDDENLY ALL THREE OF THEM,Scene,"Fall onto Pennywise, smacking into the floor, blood splattering the walls, impact cushioned by Pennywise's body. They instantly fall to the side. Will, Mike and Ben look over to see what broke their fall- a just as startled Pennywise, writhing in anger. ",-0.35
WILL,Character,"Ah, fuck! Eddie scurries away from Pennywise, who bares his fangs at Will. ",-0.5
CRASH!,Scene,"Just then the board from the window rips off to Richie, Stan and Beverly. She fires a bottle rocket at Pennywise's face, exploding right into his eye. The clown reels back howling. Richie and Ben jump in and grab Eddie. Pennywise pulls the rocket out of his burned socket and growls at the boys, morphing into an ORANGE GAS that shoots back into the fridge. Eddie, Ben and Richie climb to safety through the window, while Will watches from the window frame Pennywise's escape. 89. ",0.09523809523809523
EDDIE KASPBRAK'S HOUSE - NIGHT,Scene,"The kids BANG on Mrs. Kaspbrak's door. She opens it, sees his broken arm and freaks. ",-0.4
EDDIE KASPBRAK'S HOUSE - MOMENTS LATER,Scene,Mrs. Kaspbrak is placing Eddie in the front seat of their family car. He is delirious with pain. ,0.0
MRS. KASPBRAK,Character,"You! You all did this! She slams the door shut, hurting Eddie on the inside.   The kids are all too spooked to talk coherently. ",0.5
MRS. KASPBRAK (CONT'D),Scene,You know how delicate he is! ,-0.375
RICHIE,Character,"We were attacked, Mrs. K. Travis ",0.0
BOWERS AND--,Character,,0.0
MRS. KASPBRAK,Character,"Stop it! Just stop it! If it weren't for you boys and that little tramp they'd have nothing against my Eddie-bear... Ohh, where are my keys? She's nearly in tears searching her purse. She dumps it out on the ground, prescription bottles, used kleenex's, food, deflated balloons. Gets on her knees and picks through it. ",-0.04375
MRS. KASPBRAK (CONT'D),Scene,"Eddie's done with you kids, you hear? She gets up when she finds the car key, speaking with such vitriolic focus, she seems possessed. ",0.0
MRS. KASPBRAK (CONT'D),Scene,"Don't come around here again, you don't deserve him. You're reckless, churlish little boys. ",-0.1875
(TO WILL),Scene,"This is why your little brother died, William, because you are a LOSER, a reckless reckless reckless loser. God help me if I were one of your parents. 90. She gets in the car and screeches away towards the hospital. They ALL watch the car disappear down the street. ",-0.17152777777777778
RICHIE,Character,"Well, that went well. ",0.0
BEN,Character,"Guys, I hate to pile on bad news. Ben noses up to the window, Mrs. Kaspbrack's TV set flashing in the dark. They all nose up, see what Ben sees. ",-0.5499999999999999
STAN,Character,No. ON THE LOCAL NEWS: Chief Borton and Officer Bowers pose in front of camera with THE ONE-ARMED OLD MAN in the U.S.S. Indianapolis hat in handcuffs. Caption under them reads: ,0.05
"""CHILD SERIAL KILLER APPREHENDED BY LOCAL POLICE. DERRY",Character,,0.0
"CITIZENRY BREATHS A SIGH OF RELIEF.""",Character,,0.0
BEVERLY,Character,That can't be true.   We just saw ,0.35
"""IT.""",Character,Mike just shakes his head. ,0.0
MIKE,Character,This is all crazy.    Who are you guys anyway? ,-0.6
BEN,Character,The only losers in town- ,-0.1
WILL,Character,Who know what's going on. ,0.0
RICHIE,Character,"Welcome to the club, kid. They half-heartedly pat Mike on the back. : ",0.4
TITLE CARD OVER THE LAST SLIVER OF LIGHT BEYOND DERRY'S,Scene,,0.0
MOUNTAIN RANGE.,Scene,91. ,0.0
AUGUST,Character,"Tilt down to the OVERHEAD shot of what we expect to be ""Derry 1988"", but instead we see forests, logging trails, a hardscrabble 19th century downtown, and a LOG CABIN SALOON squatting on the edge of the swollen Kenduskeag canal. Smoke billows from its chimney, day drawing down to a misty dark. ",-0.1537037037037037
SILVER DOLLAR SALOON - CONTINUOUS,Scene,"Follow from behind, a MAN in a lumberjack's jacket walking through the muddy, waterlogged street, a double-bited ax slung over his shoulder. A WOMAN pleads with the Sheriff on the side of the street. ",-0.4
WOMAN,Character,"He didn't run away, sir! He's just a child, missing now for more than three days! She sees the MAN. ",0.2125
WOMAN (CONT'D),Scene,,0.0
(TO MAN),Scene,"Have you seen my baby, Claude? He's been gone near... Claude ignores the woman... ",0.1
CHRYON:,Character,"1879 And walks into the saloon, ""SILVER DOLLAR"" carved deep and poorly into the wood over the door. ",-0.2
SILVER DOLLAR SALOON - NIGHT,Scene,"Dozens of loggers are bellied up at the bar, drinking beers, spitting chew on the sawdust covered floor. The man with the ax, CLAUDE HEROUX, elbows himself a place at the bar and throws down a TWO DOLLAR BILL. 92. The bartender brings Heroux a schooner of beer, one hardboiled egg in a bowl, a shaker of salt and some change. Heroux salts the egg and the beer, his piercing eyes stuck on ",-0.15555555555555559
A CARD GAME AT A TABLE OF 5 MEN IN BACK,Scene,"He devours the egg, downs the beer, then lets out a belch. The man next to him gives a friendly nod. Heroux doesn't respond. He kicks back from the bar, dragging his ax behind. Heroux walks past a piano being played, whispers something into the players ear, then throws the change from his meal -- $1.85 -- onto the piano top. The piano player tips his hat and changes tune to something more festive, manic almost. Heroux continues into the back, walking like a man in a half dream. At the table, EL KATOOK deals out a hand to a group of railroad bulls -- TINKER MCCUTCHEON, FLOYD CALDERWOOD, ""STUGLEY"" GRENIER, and EDDIE KING, a bearded man whose spectacles are almost as fat as his gut. ",0.062037037037037036
FLOYD CALDERWOOD,Character,You sitting in Claude? Floyd reaches out to grab his hand when... ,0.0
THUNK!,Scene,"Heroux's ax falls, chopping of Floyd's hand at the wrist. Floyd recoils back shrieking, blood spurting from the stump, his severed hand remaining on the table. At the bar somebody calls for more beer. The bartender takes a casual look back just in time to see... Heroux bury his ax in Tinker McCutchoen's head. The big man tries to get up, blood pouring down his face, then sits back down again. A second chop finishes him. Floyd, writhing under the table, gropes for his hand on the table above it. Heroux chops his other hand off, Floyd screams even louder. Laughter from the bar as patrons rub the bartender's bald head for luck. The piano playing only gets more giddy and festive, then we see who's playing it: PENNYWISE, fingers dancing across the keys like a virtuoso. Heroux turns to Ed Katook, who struggles to pull his clutch pistol from its shoulder holster. He slings the ax sideways just as Katook gets the pistol out, burying it in his back. 93. ",-0.002407407407407421
CRACK!,Scene,"A shot goes off. But at the bar, conversation between two loggers turns to the weather. This winter will be a jeezer. Fat Eddie King falls to the floor trying to crab away from the table. Heroux, bloody ax dragging on the floor, comes over to the fat man who pleads. ",-0.8
EDDIE KING,Scene,"Please Claude, I just got married last month. The ax comes down into Eddie's ample gut. Blood sprays all the way up to the Dollar's beamed roof. Men at the bar laugh and eat their boiled eggs, dully aware of the gorefest behind them. Heroux pulls the ax out of his gut like you would a softwood tree, rocking it back and forth. It finally comes free and he brings it down again. ",0.048888888888888885
THWAP!,Scene,"Eddie's severed head goes rolling over toward the bar, right to the foot of a drunk, who without breaking his call for another drink, kicks it away. In back, Heroux turns to the last man cowering in the corner: Stugley Grenier. He takes a swing and Stugley ducks it, ax splintering the floor. Stugley scrambles into the OUTHOUSE and closes the door behind. Heroux, now totally slicked with blood, stalks over and begins chopping his way in. He finds the windowless room empty. A sound comes from deep in the pooping hole. He looks down just in time to see... Stugley's boots disappear through the pool of shit and piss. Heroux steps out of the outhouse into the carnage of the back room. Exhausted and bloody from tip to toe, he takes a seat at the card table, props his ax next to him, and starts drinking what's left of the slaughtered men's beers. No one in the saloon seems to pay much mind to this. No one except Pennywise at the piano, who takes great pleasure in the scene and the ditty he's playing, a greasy white smile on his giddy, evil face... 94. ",-0.07475434618291762
"BEN'S HOUSE, BEDROOM - DAY",Scene,The Loser's Club sits in front of Ben. ,0.0
BEN,Character,And that is the story of the Silver Dollar Saloon. They look horrified. ,0.0
RICHIE,Character,The point of telling us was? Ben looks at Will. ,0.0
WILL                            BEVERLY,Character,"I think it's pretty obvious.      Derry's not just haunted, it's cursed. ",0.125
MIKE,Character,Just like my pa was trying to warn me the night I met you guys. ,0.0
BEN,Character,"That clown, whatever ""IT"" is, has been around Derry doing nasty things for a long long time. The Black Spot fire. The Bradley Gang massacre. All the way back to the first settlers who disappeared. Richie holds up a dog-eared copy of ""A History of Old Derry"". ",-0.130952380952381
RICHIE                               STAN,Character,"I don't know, man.   That         Lumberjack. ",0.0
FLAPJACK STORY--,Scene,,0.0
RICHIE,Character,Whatevs. It sounds like bunk to me. Didn't the guy who wrote this go insane or something? ,-1.0
WILL,Character,"Exactly. No one listened to him like no one listens to us. And unless we do something, ""IT's"" never going to stop. ",-0.125
STAN,Character,"What do you mean, us, Will?    We're just kids. 95. ",-0.3125
BEVERLY,Character,We hurt it at Neibolt.   That's gotta mean something. ,-0.3125
MIKE,Character,"Everything dies. Richie looks at Mike, rolls his eyes. ",0.0
WILL,Character,We can kill it. ,0.0
RICHIE,Character,"Okay Schwarzenegger twins, simmer down. We can't even free Eddie from ""mom jail"" let alone take down some freaky shape-shifter with a mind- meld on all the adults of Derry. However, I do believe we could sell this story to ""Tales from the crypt."" ",0.09777777777777778
BEN                             STAN,Character,"No, no. This is far too         I don't want to see ""it"" whacked for ""Tales.""            again. Ever. ",0.1
WILL,Character,"I don't think that's a choice, Stan. ""IT"" knows we know. We hurt it. It's going to want to hurt us back. ",0.0
MIKE,Character,It's only a matter of time one of us is found half eaten in the Barrens. Or worse. This is too much for Stan. He grabs his backpack. ,-0.09166666666666666
STAN,Character,I need to study for my bar-mitzvah. Stan goes. All the kids look to each other. ,-0.125
BEVERLY,Character,He's just scared. ,0.0
WILL,Character,We're all scared. That's what it feeds off of. I heard the clown tell Eddie as much. Our only defense is to stick together. 96. ,0.1
